,카드뮴 Cd,구리 Cu,비소 As,수은 Hg,납 Pb,6가크롬 Cr6+,아연 Zn,니켈 Ni,불소 F,유기인,폴리클로리네이티드비페닐 PCB,시안 CN,페놀류,유류,트리클로로에틸렌 TCE,테트라클로로에틸렌 PCE,수소이온농도 pH
2012_충청남도,0.063303,15.4808295,3.6474974999999996,0.023835,12.572539499999998,0.15755550000000001,57.36221999999999,13.332425999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.538784
2012_충청북도,0.022,6.439,1.278,0.0095,4.40075,0.07675,21.105,4.58275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.556
2013_강원도,0.046234,13.364137000000001,2.684133,0.019771999999999998,9.24341,0.15781,44.16786,9.638893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2733920000000003
2013_경기도,0.045418999999999994,13.1908235,2.6374275000000003,0.019495,9.082313500000001,0.1563215,43.45806,9.465997999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.214432
2013_경상남도,0.083729,21.6268625,4.8357045,0.032848,16.663402,0.232298,77.14251,17.579265499999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.980072000000001
2013_경상북도,0.068853,18.3537525,3.9821265,0.027665999999999996,13.719698999999999,0.202851,64.06557000000001,14.428708499999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.906104
2013_광주광역시,0.048341,13.828632500000001,2.8050405,0.020507,9.6603755,0.1619995,46.02104,10.085087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.425488
2013_대구광역시,0.07824199999999999,20.061293,4.517355,0.030525,15.5670105,0.21399450000000003,71.92333,16.4343515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.591176
2013_대전광역시,0.044,12.878,2.556,0.019,8.8015,0.1535,42.21,9.1655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.112
2013_부산광역시,0.044,12.878,2.556,0.019,8.8015,0.1535,42.21,9.1655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.112
2013_서울특별시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013_세종특별자치시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013_울산광역시,0.044,12.878,2.556,0.019,8.8015,0.1535,42.21,9.1655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.112
2013_인천광역시,0.044,12.878,2.556,0.019,8.8015,0.1535,42.21,9.1655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.112
2013_전라남도,0.049504,14.091376,2.87184,0.02092,9.890716000000001,0.164444,47.05096,10.331068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.509312
2013_전라북도,0.062317,16.9128685,3.6070665,0.025386,12.426255,0.189855,58.31693,13.044596499999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.434296
2013_제주도,0.044,12.878,2.556,0.019,8.8015,0.1535,42.21,9.1655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.112
2013_충청남도,0.046106999999999995,13.3424955,2.6769075,0.019735,9.2184655,0.1576895,44.06318,9.611694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2640960000000003
2013_충청북도,0.044,12.878,2.556,0.019,8.8015,0.1535,42.21,9.1655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.112
2014_강원도,0.05577599999999999,13.268496,3.2101559999999996,0.020574,11.066606999999998,0.131103,50.13114,11.764947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.006608
2014_경기도,0.05961699999999999,14.706374499999999,3.4363544999999998,0.022593000000000002,11.8442265,0.1510185,54.16238,12.550023999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.271936
2014_경상남도,0.046431999999999994,10.483984,2.666868,0.016482,9.196017,0.097473,41.11238,9.820909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.346736
2014_경상북도,0.05422,12.76339,3.11928,0.019845,10.7538825,0.1246425,48.58355,11.4432025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8975600000000004
2014_광주광역시,0.05939,14.344883,3.420279,0.022156,11.790082,0.144098,53.618700000000004,12.516875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.26184
2014_대구광역시,0.046216,10.433188000000001,2.654442,0.016403,9.153177499999998,0.09697750000000001,40.91889,9.7753195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.331208
2014_대전광역시,0.022,6.439,1.278,0.0095,4.40075,0.07675,21.105,4.58275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.556
2014_부산광역시,0.022,6.439,1.278,0.0095,4.40075,0.07675,21.105,4.58275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.556
2014_서울특별시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014_세종특별자치시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014_울산광역시,0.059505,14.599054500000001,3.4291185000000004,0.022459,11.819615500000001,0.1490795,53.9726,12.530265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.26552
2014_인천광역시,0.022,6.439,1.278,0.0095,4.40075,0.07675,21.105,4.58275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.556
2014_전라남도,0.062844,15.287478,3.620256,0.023569,12.4789765,0.1547285,56.85671,13.2396405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.507512
2014_전라북도,0.057520999999999996,13.7326385,3.3110685,0.021274,11.414286999999998,0.136223,51.75369,12.130674500000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.130968
2014_제주도,0.022,6.439,1.278,0.0095,4.40075,0.07675,21.105,4.58275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.556
2014_충청남도,0.06285099999999999,15.3112675,3.6208755000000004,0.023597,12.4810205,0.15520450000000002,56.88744,13.240057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.507568
2014_충청북도,0.06029699999999999,14.6942025,3.4737885,0.022643999999999997,11.973996,0.14900400000000003,54.58143,12.701791499999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.324296
2015_강원도,0.044,12.878,2.556,0.019,8.8015,0.1535,42.21,9.1655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.112
2015_경기도,0.044,12.878,2.556,0.019,8.8015,0.1535,42.21,9.1655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.112
2015_경상남도,0.08338499999999999,21.5510265,4.8159645,0.032728,16.595326,0.231614,76.83995,17.506417499999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.95524
2015_경상북도,0.07268,19.197428,4.201734,0.029001,14.4770445,0.2104605,67.43155,15.2391425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.182360000000001
2015_광주광역시,0.06127899999999999,16.664969499999998,3.5473155,0.025001999999999996,12.220274999999999,0.18739499999999998,57.382909999999995,12.8256955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.359752
2015_대구광역시,0.07433199999999998,18.798886,4.289064,0.028700999999999997,14.7813825,0.19790249999999998,68.04203000000001,15.6255265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.317016
2015_대전광역시,0.044,12.878,2.556,0.019,8.8015,0.1535,42.21,9.1655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.112
2015_부산광역시,0.04636099999999999,13.385778499999999,2.6913585,0.019809,9.268354500000001,0.1579305,44.27254,9.666092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2826880000000003
2015_서울특별시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015_세종특별자치시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015_울산광역시,0.044,12.878,2.556,0.019,8.8015,0.1535,42.21,9.1655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.112
2015_인천광역시,0.044,12.878,2.556,0.019,8.8015,0.1535,42.21,9.1655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.112
2015_전라남도,0.049504,14.091376,2.87184,0.02092,9.890716000000001,0.164444,47.05096,10.331068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.509312
2015_전라북도,0.06554199999999999,17.623831,3.792129,0.026510999999999996,13.0644675,0.19626749999999998,61.15343,13.727546499999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.667096000000001
2015_제주도,0.044,12.878,2.556,0.019,8.8015,0.1535,42.21,9.1655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.112
2015_충청남도,0.045806,13.276139,2.659635,0.019629999999999998,9.158899,0.157091,43.79844,9.547952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.242368
2015_충청북도,0.044731,13.039151500000001,2.5979475,0.019255,8.9461615,0.1549535,42.852940000000004,9.320302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.164768
2016_강원도,0.022,6.439,1.278,0.0095,4.40075,0.07675,21.105,4.58275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.556
2016_경기도,0.061926999999999996,15.1774855,3.5685374999999997,0.023355,12.3002355,0.1548195,56.151979999999995,13.041034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.439456
2016_경상남도,0.048895999999999995,11.205152,2.8100039999999997,0.017546,9.688901,0.10606900000000001,43.47614,10.334177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.521008
2016_경상북도,0.05822499999999999,13.9386865,3.3519645,0.021578,11.555110999999998,0.138679,52.42905,12.2773225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.18076
2016_광주광역시,0.05371599999999999,13.373698,3.097422,0.020498,10.675505,0.138625,48.93714,11.301907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8466080000000002
2016_대구광역시,0.04920499999999999,11.2986965,2.8279845,0.017683,9.750803499999998,0.1072115,43.775999999999996,10.398395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5428
2016_대전광역시,0.022,6.439,1.278,0.0095,4.40075,0.07675,21.105,4.58275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.556
2016_부산광역시,0.022,6.439,1.278,0.0095,4.40075,0.07675,21.105,4.58275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.556
2016_서울특별시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016_세종특별자치시,0.022,6.439,1.278,0.0095,4.40075,0.07675,21.105,4.58275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.556
2016_울산광역시,0.022,6.439,1.278,0.0095,4.40075,0.07675,21.105,4.58275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.556
2016_인천광역시,0.054185,13.464378499999999,3.1242105,0.020647,10.7679415,0.13929350000000001,49.3356,11.401834999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.88072
2016_전라남도,0.063329,15.432534500000001,3.6484605,0.023782,12.576084999999999,0.156485,57.32541,13.3405205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.541752000000001
2016_전라북도,0.06262899999999999,15.2400805,3.6079185,0.023494,12.436429,0.15430100000000002,56.667609999999996,13.1941105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.491992
2016_제주도,0.022,6.439,1.278,0.0095,4.40075,0.07675,21.105,4.58275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.556
2016_충청남도,0.06296099999999999,15.411790499999999,3.6279345,0.023723,12.5050475,0.15700750000000002,57.068439999999995,13.259697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.513968
2016_충청북도,0.022,6.439,1.278,0.0095,4.40075,0.07675,21.105,4.58275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.556
2017_강원도,0.044,12.878,2.556,0.019,8.8015,0.1535,42.21,9.1655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.112
2017_경기도,0.047224999999999996,13.588962500000001,2.7410625,0.020125,9.4397125,0.15991249999999999,45.0465,9.84845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3448
2017_경상남도,0.080678,20.960614999999997,4.660689,0.031791,16.0598115,0.2263635,74.46607,16.9328585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.759704
2017_경상북도,0.06631599999999999,17.794462,3.836544,0.026781,13.2176385,0.1978065,61.83419000000001,13.8914545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.722968000000001
2017_광주광역시,0.044,12.878,2.556,0.019,8.8015,0.1535,42.21,9.1655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.112
2017_대구광역시,0.07885299999999999,20.4979045,4.5553725,0.031084999999999995,15.6968645,0.22148050000000002,72.79422,16.549276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.629184
2017_대전광역시,0.044,12.878,2.556,0.019,8.8015,0.1535,42.21,9.1655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.112
2017_부산광역시,0.044,12.878,2.556,0.019,8.8015,0.1535,42.21,9.1655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.112
2017_서울특별시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017_세종특별자치시,0.044,12.878,2.556,0.019,8.8015,0.1535,42.21,9.1655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.112
2017_울산광역시,0.044,12.878,2.556,0.019,8.8015,0.1535,42.21,9.1655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.112
2017_인천광역시,0.045288999999999996,13.1589865,2.6299365000000003,0.019445999999999998,9.056493,0.155997,43.340210000000006,9.438620499999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.205112
2017_전라남도,0.048902,13.958663,2.837295,0.02071,9.771583000000001,0.163247,46.521480000000004,10.203584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.465856
2017_전라북도,0.052471,14.745461500000001,3.0420975,0.021955,10.477871500000001,0.1703435,49.66054,10.959382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.723488
2017_제주도,0.044,12.878,2.556,0.019,8.8015,0.1535,42.21,9.1655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.112
2017_충청남도,0.047396999999999995,13.6268805,2.7509325000000002,0.020184999999999998,9.473750500000001,0.1602545,45.19778,9.884874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.357216
2017_충청북도,0.044,12.878,2.556,0.019,8.8015,0.1535,42.21,9.1655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.112
2018_강원도,0.04380099999999999,11.2451065,2.5290225,0.017105,8.715066499999999,0.1200985,40.279740000000004,9.199492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.129728
2018_경기도,0.062855,15.324861499999999,3.6212295,0.023613,12.4821885,0.15547650000000002,56.905,13.240295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5076
2018_경상남도,0.048324,11.037738,2.776776,0.017299,9.5744815,0.10407350000000001,42.92741,10.2150255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4805520000000003
2018_경상북도,0.05580399999999999,13.226998,3.211296,0.020529,11.070736499999999,0.1301685,50.10311,11.7731605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.009592
2018_광주광역시,0.05054,12.692606000000001,2.915358,0.019412,10.047554000000002,0.13270600000000002,46.1648,10.62842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.61696
2018_대구광역시,0.04542199999999999,10.194586999999999,2.6082569999999996,0.016052999999999998,8.9941665,0.09407850000000001,40.15033,9.6102215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.275176
2018_대전광역시,0.022,6.439,1.278,0.0095,4.40075,0.07675,21.105,4.58275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.556
2018_부산광역시,0.055076999999999994,13.0794405,3.1697025,0.02029,10.927242999999999,0.128987,49.477729999999994,11.618596499999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.956856
2018_서울특별시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018_세종특별자치시,0.022,6.439,1.278,0.0095,4.40075,0.07675,21.105,4.58275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.556
2018_울산광역시,0.060405,14.651272500000001,3.4793325,0.022605,11.9933925,0.1478325,54.6027,12.72786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.33344
2018_인천광역시,0.043536,11.164439999999999,2.513598,0.016987000000000002,8.6619655,0.11910950000000001,40.02209,9.1444395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1110480000000003
2018_전라남도,0.063108,15.364746,3.635592,0.023683,12.5317855,0.1556495,57.109970000000004,13.2946335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.526184000000001
2018_전라북도,0.062053,15.0590725,3.5743365000000002,0.023231,12.320841499999998,0.1520335,56.10132,13.074721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.451504
2018_제주도,0.022,6.439,1.278,0.0095,4.40075,0.07675,21.105,4.58275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.556
2018_충청남도,0.063466,15.488161,3.6565709999999996,0.023858999999999998,12.603949499999999,0.15728550000000002,57.47399,13.3683145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.551128
2018_충청북도,0.022,6.439,1.278,0.0095,4.40075,0.07675,21.105,4.58275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.556
2019_강원도,0.045246999999999996,13.1529055,2.6275575,0.019435,9.0482755,0.1559795,43.30678,9.429574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.202016
2019_경기도,0.045118,13.124467,2.620155,0.01939,9.022747,0.155723,43.19332,9.402256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.192704
2019_경상남도,0.081065,21.045930499999997,4.6828965,0.031925999999999996,16.136397,0.227133,74.80645000000001,17.014812499999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.787640000000001
2019_경상북도,0.067865,18.1391225,3.9254625,0.027325000000000002,13.5242725,0.2009525,63.200100000000006,14.21933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.834720000000001
2019_광주광역시,0.044,12.878,2.556,0.019,8.8015,0.1535,42.21,9.1655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.112
2019_대구광역시,0.07997199999999999,20.74777,4.619616000000001,0.031479,15.9184035,0.22377149999999998,73.78192999999999,16.786091499999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7098960000000005
2019_대전광역시,0.044,12.878,2.556,0.019,8.8015,0.1535,42.21,9.1655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.112
2019_부산광역시,0.044,12.878,2.556,0.019,8.8015,0.1535,42.21,9.1655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.112
2019_서울특별시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019_세종특별자치시,0.044,12.878,2.556,0.019,8.8015,0.1535,42.21,9.1655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.112
2019_울산광역시,0.04804,13.762276,2.787768,0.020402,9.600809000000002,0.161401,45.756299999999996,10.021345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.40376
2019_인천광역시,0.044816999999999996,13.0581105,2.6028825,0.019285,8.9631805,0.1551245,42.928580000000004,9.338514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.170976
2019_전라남도,0.051094999999999995,14.4421175,2.9631375,0.021475,10.2055675,0.1676075,48.4503,10.66799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6241600000000003
2019_전라북도,0.057932,15.949358,3.35547,0.02386,11.558578,0.181202,54.463680000000004,12.115844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1176960000000005
2019_제주도,0.044,12.878,2.556,0.019,8.8015,0.1535,42.21,9.1655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.112
2019_충청남도,0.046794999999999996,13.4941675,2.7163875,0.019975,9.3546175,0.1590575,44.6683,9.75739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3137600000000003
2019_충청북도,0.058831999999999995,16.138232,3.407022,0.024162999999999997,11.7364015,0.1827935,55.244730000000004,12.306891499999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.182856
